14,1465945629102,3,0.661647
20,1465945629066,8,0.980105
596,1465945629075,3,0.659514
872,1465945629082,9,0.530512
732,1465945629069,9,0.024937
500,1465945629091,4,0.491401
106,1465945629069,9,0.294148
244,1465945629064,2,0.312108
680,1465945629075,3,0.304794
184,1465945629082,7,0.610885
884,1465945629102,2,0.927882
994,1465945629071,5,0.512792
28,1465945629065,4,0.568731
100,1465945629072,6,0.906826
124,1465945629089,7,0.462688
92,1465945629084,6,0.099565
240,1465945629072,5,0.781263
642,1465945629082,8,0.101565
362,1465945629089,4,0.709103
646,1465945629085,7,0.696757
154,1465945629070,5,0.751308
74,1465945629065,9,0.289716
638,1465945629101,4,0.146471
482,1465945629067,7,0.425201
964,1465945629073,7,0.339413
162,1465945629095,7,0.313330
946,1465945629087,1,0.001279
948,1465945629098,6,0.890349
520,1465945629072,1,0.940841
352,1465945629090,5,0.152631
118,1465945629077,7,0.265817
102,1465945629068,1,0.901267
380,1465945629068,1,0.860364
282,1465945629078,4,0.499919
502,1465945629077,4,0.149337
48,1465945629097,2,0.737189
690,1465945629065,2,0.254797
278,1465945629070,9,0.853769
146,1465945629094,6,0.641451
968,1465945629076,1,0.432312
866,1465945629074,7,0.201677
810,1465945629092,2,0.928646
808,1465945629088,3,0.453784
678,1465945629085,5,0.370725
960,1465945629078,6,0.893332
820,1465945629101,4,0.567487
900,1465945629102,8,0.187935
890,1465945629103,4,0.864396
888,1465945629068,6,0.130427
588,1465945629077,4,0.307296
6,1465945629077,8,0.259957
940,1465945629101,6,0.700282
312,1465945629091,4,0.474223
632,1465945629069,7,0.459354
586,1465945629103,7,0.617137
944,1465945629091,9,0.388740
168,1465945629080,7,0.952244
908,1465945629068,6,0.133920
356,1465945629089,6,0.901616
22,1465945629077,6,0.511977
580,1465945629086,7,0.099858
208,1465945629086,4,0.276683
176,1465945629077,3,0.860043
674,1465945629068,4,0.710867
10,1465945629098,1,0.996386
438,1465945629092,5,0.652492
880,1465945629091,5,0.750218
136,1465945629100,2,0.697842
858,1465945629100,1,0.944130
38,1465945629063,3,0.277986
812,1465945629067,3,0.294424
558,1465945629081,1,0.694868
902,1465945629103,1,0.165255
300,1465945629089,8,0.122206
530,1465945629064,1,0.288272
756,1465945629099,3,0.989257
772,1465945629098,9,0.888084
524,1465945629065,5,0.697015
930,1465945629068,7,0.058347
470,1465945629090,2,0.155553
188,1465945629066,5,0.748151
816,1465945629069,3,0.243204
464,1465945629069,9,0.239686
8,1465945629097,4,0.127006
34,1465945629093,5,0.045809
746,1465945629064,7,0.936613
534,1465945629068,3,0.146617
560,1465945629076,1,0.368654
712,1465945629068,6,0.509402
546,1465945629079,1,0.006147
398,1465945629079,8,0.061353
856,1465945629100,8,0.980154
54,1465945629102,4,0.569865
276,1465945629063,9,0.863102
734,1465945629096,9,0.788486
454,1465945629070,9,0.868455
326,1465945629083,9,0.509630
836,1465945629075,3,0.867791
56,1465945629082,4,0.632903
350,1465945629094,4,0.643122
112,1465945629075,8,0.302641
992,1465945629093,6,0.229876
656,1465945629096,2,0.944351
50,1465945629071,5,0.133851
608,1465945629090,2,0.806489
384,1465945629072,5,0.079925
532,1465945629099,1,0.794359
382,1465945629086,6,0.763712
450,1465945629073,2,0.597961
754,1465945629085,3,0.153441
696,1465945629097,1,0.102000
372,1465945629079,1,0.927609
178,1465945629080,1,0.626918
254,1465945629097,3,0.042782
334,1465945629088,2,0.594936
730,1465945629092,8,0.477305
796,1465945629092,8,0.829658
60,1465945629075,2,0.084411
496,1465945629102,9,0.840910
724,1465945629095,3,0.055058
30,1465945629077,3,0.821222
376,1465945629077,3,0.631927
394,1465945629098,7,0.850030
410,1465945629094,7,0.697261
288,1465945629076,2,0.912819
664,1465945629101,9,0.555775
780,1465945629092,5,0.964017
194,1465945629075,5,0.469392
568,1465945629091,3,0.540199
156,1465945629097,9,0.056404
604,1465945629098,8,0.176913
518,1465945629088,7,0.662903
26,1465945629085,4,0.603498
466,1465945629083,2,0.558898
424,1465945629095,3,0.218473
492,1465945629080,9,0.685348
186,1465945629098,5,0.616620
140,1465945629067,4,0.448682
116,1465945629078,9,0.563801
762,1465945629086,2,0.005905
626,1465945629067,4,0.004275
898,1465945629085,9,0.463005
892,1465945629069,9,0.858504
204,1465945629072,8,0.825221
448,1465945629091,8,0.177188
446,1465945629102,8,0.749473
982,1465945629069,2,0.408647
456,1465945629101,4,0.772913
164,1465945629099,2,0.148078
274,1465945629090,6,0.556665
46,1465945629070,4,0.319983
954,1465945629073,8,0.846810
468,1465945629081,7,0.425961
1000,1465945629084,5,0.567883
4,1465945629080,6,0.793103
800,1465945629085,7,0.605900
172,1465945629067,3,0.976974
16,1465945629097,5,0.981232
802,1465945629081,6,0.838406
610,1465945629100,5,0.906727
232,1465945629102,4,0.411060
280,1465945629081,4,0.180487
98,1465945629095,2,0.167924
296,1465945629073,8,0.810601
192,1465945629069,4,0.462603
212,1465945629069,9,0.234792
248,1465945629063,2,0.058428
904,1465945629079,4,0.205359
418,1465945629066,4,0.274748
284,1465945629074,3,0.658128
190,1465945629081,9,0.264023
702,1465945629101,5,0.814196
258,1465945629090,2,0.893724
150,1465945629101,3,0.240733
506,1465945629087,1,0.831124
200,1465945629087,3,0.989634
628,1465945629077,3,0.519669
64,1465945629085,7,0.653245
672,1465945629103,4,0.706222
774,1465945629089,1,0.669535
290,1465945629090,4,0.986086
654,1465945629103,2,0.144704
132,1465945629066,4,0.603711
196,1465945629095,8,0.691472
870,1465945629086,9,0.225739
78,1465945629099,3,0.135183
894,1465945629075,9,0.212641
548,1465945629064,1,0.596908
566,1465945629101,9,0.351372
58,1465945629084,3,0.937309
668,1465945629092,2,0.770375
864,1465945629073,1,0.292957
950,1465945629084,5,0.064477
436,1465945629092,2,0.800618
926,1465945629075,7,0.287702
828,1465945629086,7,0.416174
264,1465945629098,4,0.128738
834,1465945629077,3,0.738988
752,1465945629078,6,0.914769
924,1465945629103,9,0.545171
122,1465945629092,1,0.735939
854,1465945629092,2,0.862657
508,1465945629093,4,0.034555
170,1465945629085,3,0.756847
552,1465945629068,7,0.568299
390,1465945629083,3,0.963475
614,1465945629091,5,0.362846
512,1465945629095,4,0.690649
914,1465945629094,7,0.889916
434,1465945629070,9,0.827291
444,1465945629080,6,0.312887
980,1465945629102,9,0.623445
222,1465945629103,8,0.359071
942,1465945629101,4,0.779819
62,1465945629090,7,0.201251
228,1465945629083,5,0.752159
750,1465945629074,9,0.219574
670,1465945629093,4,0.091923
40,1465945629088,8,0.848626
842,1465945629081,9,0.978013
720,1465945629094,7,0.590742
822,1465945629088,9,0.383173
748,1465945629099,9,0.001911
804,1465945629071,8,0.414754
782,1465945629093,2,0.511631
974,1465945629099,4,0.506629
80,1465945629075,6,0.160862
620,1465945629091,4,0.646673
640,1465945629070,5,0.656111
510,1465945629074,7,0.792401
72,1465945629065,6,0.131267
978,1465945629098,9,0.305609
704,1465945629079,4,0.521299
736,1465945629086,1,0.354303
182,1465945629066,3,0.200538
344,1465945629078,6,0.284910
360,1465945629096,3,0.986030
460,1465945629066,2,0.610022
582,1465945629066,4,0.120079
738,1465945629095,4,0.061596
622,1465945629079,3,0.503871
36,1465945629082,1,0.039879
364,1465945629099,3,0.396810
706,1465945629096,5,0.279397
322,1465945629102,5,0.842588
294,1465945629101,7,0.359197
918,1465945629094,9,0.528301
922,1465945629081,5,0.489763
298,1465945629088,3,0.555793
788,1465945629073,8,0.225078
850,1465945629085,4,0.869053
584,1465945629100,6,0.456689
392,1465945629072,5,0.353291
110,1465945629096,7,0.121559
592,1465945629079,3,0.040620
430,1465945629065,8,0.847024
262,1465945629079,1,0.161538
634,1465945629081,4,0.228832
402,1465945629080,6,0.399544
318,1465945629077,3,0.690822
348,1465945629076,3,0.130470
928,1465945629098,6,0.682192
252,1465945629078,1,0.067873
590,1465945629095,7,0.401529
544,1465945629098,8,0.132286
806,1465945629089,6,0.619624
494,1465945629068,1,0.111050
126,1465945629088,2,0.921493
86,1465945629090,4,0.282657
846,1465945629098,7,0.921630
758,1465945629073,3,0.570546
2,1465945629097,4,0.606544
862,1465945629067,5,0.320787
82,1465945629101,5,0.450407
142,1465945629081,2,0.297281
740,1465945629099,7,0.608035
826,1465945629091,2,0.629281
202,1465945629086,7,0.242669
792,1465945629092,3,0.997971
878,1465945629083,5,0.617635
906,1465945629076,8,0.796598
246,1465945629086,3,0.315258
152,1465945629098,5,0.126857
848,1465945629065,9,0.868225
452,1465945629086,3,0.411238
688,1465945629076,1,0.443250
76,1465945629095,1,0.867220
342,1465945629069,5,0.333995
692,1465945629065,4,0.347446
694,1465945629102,9,0.008455
224,1465945629072,9,0.380734
234,1465945629082,8,0.537201
616,1465945629087,2,0.456028
180,1465945629103,2,0.944673
272,1465945629084,9,0.172708
570,1465945629103,9,0.503806
158,1465945629077,2,0.322572
840,1465945629066,5,0.889135
650,1465945629096,8,0.010562
230,1465945629087,5,0.286489
652,1465945629082,7,0.818690
550,1465945629074,6,0.809238
366,1465945629078,9,0.173024
540,1465945629091,5,0.887610
42,1465945629084,6,0.724135
832,1465945629080,8,0.836992
68,1465945629072,8,0.726358
504,1465945629089,3,0.074672
84,1465945629087,5,0.416713
682,1465945629068,7,0.752186
346,1465945629095,4,0.286961
210,1465945629101,4,0.164624
416,1465945629093,6,0.451114
238,1465945629065,9,0.458453
916,1465945629102,3,0.857972
708,1465945629097,5,0.863287
498,1465945629084,6,0.732364
374,1465945629091,2,0.880910
268,1465945629099,1,0.595472
844,1465945629087,9,0.709367
896,1465945629098,5,0.113614
598,1465945629076,3,0.594708
718,1465945629076,6,0.357531
462,1465945629079,2,0.703680
760,1465945629078,5,0.068980
286,1465945629064,8,0.408190
486,1465945629066,3,0.022125
404,1465945629094,8,0.489837
328,1465945629097,1,0.938388
414,1465945629083,8,0.035601
406,1465945629102,3,0.263553
998,1465945629073,1,0.650105
270,1465945629095,5,0.590691
710,1465945629084,5,0.395774
574,1465945629089,5,0.727926
860,1465945629085,6,0.826357
932,1465945629097,3,0.082891
886,1465945629100,9,0.732562
934,1465945629100,2,0.319215
764,1465945629081,1,0.076935
442,1465945629087,1,0.711257
314,1465945629080,3,0.994081
976,1465945629099,4,0.909944
96,1465945629087,2,0.131036
572,1465945629064,1,0.658750
66,1465945629085,3,0.696354
458,1465945629095,2,0.249611
716,1465945629093,2,0.317890
778,1465945629065,4,0.273140
144,1465945629096,8,0.372510
412,1465945629085,1,0.989229
480,1465945629081,2,0.414552
474,1465945629091,4,0.412183
990,1465945629075,4,0.591721
794,1465945629100,7,0.389480
472,1465945629067,1,0.807289
52,1465945629067,7,0.663158
236,1465945629067,2,0.080327
542,1465945629085,9,0.908538
104,1465945629095,8,0.642468
408,1465945629076,4,0.267131
432,1465945629099,1,0.549670
798,1465945629082,2,0.492587
522,1465945629071,1,0.256521
576,1465945629098,3,0.505533
88,1465945629072,8,0.198284
526,1465945629082,9,0.350035
260,1465945629074,6,0.227669
206,1465945629064,5,0.053556
336,1465945629083,9,0.855395
256,1465945629080,1,0.447428
250,1465945629067,7,0.183008
698,1465945629089,7,0.451820
214,1465945629083,9,0.620201
24,1465945629064,9,0.766916
996,1465945629082,4,0.435126
306,1465945629093,5,0.641877
428,1465945629078,6,0.384554
324,1465945629097,5,0.865399
308,1465945629080,1,0.671503
824,1465945629076,3,0.219633
44,1465945629099,6,0.994107
776,1465945629078,7,0.292538
490,1465945629103,7,0.659934
90,1465945629102,4,0.253049
266,1465945629076,6,0.406737
148,1465945629100,8,0.482311
830,1465945629071,7,0.336025
134,1465945629096,3,0.813093
174,1465945629079,8,0.604339
138,1465945629089,4,0.609289
426,1465945629088,8,0.514340
516,1465945629097,1,0.870669
554,1465945629100,8,0.708592
120,1465945629082,2,0.137875
320,1465945629071,1,0.288399
728,1465945629073,5,0.933664
936,1465945629065,6,0.398907
972,1465945629101,5,0.461136
768,1465945629083,8,0.599034
514,1465945629093,2,0.412068
476,1465945629073,8,0.096657
388,1465945629097,6,0.927876
662,1465945629090,6,0.005529
396,1465945629096,9,0.942077
648,1465945629078,1,0.584599
242,1465945629084,4,0.457667
358,1465945629071,4,0.105248
966,1465945629090,1,0.737386
700,1465945629077,8,0.933680
32,1465945629071,2,0.957525
952,1465945629066,7,0.986319
986,1465945629090,6,0.841059
766,1465945629103,3,0.727447
970,1465945629093,2,0.040186
612,1465945629092,1,0.954572
440,1465945629075,5,0.863499
958,1465945629086,9,0.691010
340,1465945629096,9,0.750679
302,1465945629075,1,0.884653
